JobID,Title,ExperienceLevel,YearsOfExperience,Responsibilities,Keywords,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Skill_11,Skill_12,Skill_13,Skill_14,Skill_15,Skill_16,Skill_17,Skill_18,Skill_19,Skill_20,Skill_21,Skill_22,Skill_23,Skill_24,Skill_25,Skill_26,Skill_27,Skill_28,Skill_29,Skill_30,Skill_31,Skill_32,Skill_33,Skill_34,Skill_35
FE004,Frontend Developer - Entry Level,Entry-Level,0–1 year,Assist in designing and coding responsive web pages; Implement dynamic UI components; Debug browser issues; Collaborate with senior developers,Frontend; Web Development; UI; Entry-Level; Fresher,Html5,Css3,Javascript (Es6+),React,Vue.Js,Bootstrap,Tailwind Css,Git,Browser Developer Tools,,,,,,,,,,,,,,,,,,,,,,,,,,
FE005,Frontend Developer - Entry Level,Entry-Level,0–1 year,Create and maintain frontend components; Participate in code reviews; Learn testing techniques; Implement responsive designs,Frontend; UI Development; Entry-Level; Fresher; Web Applications,Html,Css,Javascript,React,Angular,Bootstrap,Tailwind Css,Git,Browser Developer Tools,,,,,,,,,,,,,,,,,,,,,,,,,,
FE006,Frontend Developer - Entry Level,Entry-Level,0–1 year,Develop interactive UI pages for internal dashboards; Ensure responsive design and cross-browser compatibility; Collaborate with team members,Frontend; Web Development; UI; Entry-Level; Fresher,Html,Css,Javascript,React,Angular,Vue.Js,Bootstrap,Tailwind Css,Git,Browser Developer Tools,,,,,,,,,,,,,,,,,,,,,,,,,
FE007,Frontend Developer - Entry Level,Entry-Level,0–1 year,Assist in implementing UI features for web apps; Learn modern frontend frameworks; Help in testing and code maintenance,Frontend; UI Development; Entry-Level; Fresher; Web Apps,Html,Css,Javascript,React,Vue.Js,Bootstrap,Tailwind Css,Git,Browser Developer Tools,,,,,,,,,,,,,,,,,,,,,,,,,,
FE008,Frontend Developer - Entry Level,Entry-Level,0–1 year,Build responsive web pages; Assist in integrating APIs; Maintain frontend components; Learn performance optimization techniques,Frontend; Web Application Development; Entry-Level; Fresher; UI,Html,Css,Javascript,React,Angular,Bootstrap,Tailwind Css,Git,Browser Developer Tools,,,,,,,,,,,,,,,,,,,,,,,,,,
FE009,Frontend Developer - Entry Level,Entry-Level,0–1 year,Assist in creating web interfaces and components; Work on responsive design and debugging; Collaborate with backend developers,Frontend; UI Development; Entry-Level; Fresher; Web Development,Html,Css,Javascript,React,Vue.Js,Bootstrap,Tailwind Css,Git,Browser Developer Tools,,,,,,,,,,,,,,,,,,,,,,,,,,
FE010,Frontend Developer - Entry Level,Entry-Level,0–1 year,Work on academic and personal projects; Develop interactive UI components; Learn frontend frameworks and responsive design,Frontend; Web Development; UI; Entry-Level; Fresher,Html,Css,Javascript,React,Angular,Vue.Js,Bootstrap,Tailwind Css,Git,Browser Developer Tools,,,,,,,,,,,,,,,,,,,,,,,,,
FE011,Frontend Developer - Experienced,Mid-Senior Level,3–6 years,Design and develop advanced frontend applications; Optimize performance and page speed; Implement testing automation; Ensure cross-browser compatibility; Mentor junior developers,Frontend; Web Application Development; Mid-Senior; React; UI; SPA; PWA,Html5,Css3,Javascript (Es6+),React/Redux,Angular,Vue.Js,Performance Optimization,Unit & E2E Testing,Git,Ci/Cd,,,,,,,,,,,,,,,,,,,,,,,,,
FE012,Frontend Developer - Experienced,Senior-Level,4–7 years,Lead frontend development for scalable applications; Implement advanced React/Redux patterns; Optimize page speed; Ensure high-quality testing and code standards; Mentor junior developers,Frontend; SPA Development; Senior; React; UI; Web Applications,React/Redux,Angular,Vue.Js,Html,Css,Javascript,Performance Optimization,Unit & E2E Testing,Git,Ci/Cd,,,,,,,,,,,,,,,,,,,,,,,,,
FE013,Frontend Developer - Experienced,Senior-Level,5+ years,Architect and implement frontend solutions; Lead performance optimization and cross-browser testing; Mentor junior developers,Frontend; Enterprise Web Applications; Senior; React; UI; SPA/PWA,React,Angular,Vue.Js,Html,Css,Javascript (Es6+),Performance Optimization,Lazy Loading,Testing Automation,Git,Ci/Cd,,,,,,,,,,,,,,,,,,,,,,,,
FE014,Frontend Developer - Experienced,Senior-Level,5+ years,Lead frontend initiatives for e-commerce platforms; Implement advanced React/Redux features; Optimize page speed; Conduct code reviews and mentor juniors,Frontend; E-commerce; Senior; React; UI; SPA,React/Redux,Angular,Vue.Js,Html,Css,Javascript,Performance Optimization,Unit & E2E Testing,Git,Ci/Cd,,,,,,,,,,,,,,,,,,,,,,,,,
FE015,Frontend Developer - Experienced,Senior-Level,4–6 years,Architect scalable web dashboards and SPAs; Optimize frontend performance; Implement automated testing; Manage cross-browser compatibility,Frontend; Dashboard Development; Senior; React; UI; SPA/PWA,React (Hooks,Redux),Angular,Vue.Js,Html,Css,Javascript,Performance Tuning,Lazy Loading,Unit/Integration/E2E Testing,Git,Ci/Cd,,,,,,,,,,,,,,,,,,,,,,,
FE016,Frontend Developer - Experienced,Senior-Level,5+ years,Lead frontend development for SaaS products; Implement reusable components; Optimize performance; Conduct automated tests; Mentor junior developers,Frontend; SaaS Development; Senior; React; UI; SPA/PWA,React/Redux,Angular,Vue.Js,Html,Css,Javascript,Performance Optimization,Unit & E2E Testing,Git,Ci/Cd,,,,,,,,,,,,,,,,,,,,,,,,,
FE017,Frontend Developer - Experienced,Senior-Level,5+ years,Build and optimize frontend for media streaming platforms; Implement advanced React patterns; Ensure cross-browser compatibility; Optimize load times; Mentor junior developers,Frontend; Media Streaming; Senior; React; UI; SPA/PWA,React/Redux,Angular,Vue.Js,Html,Css,Javascript,Performance Optimization,Lazy Loading,Unit/Integration/E2E Testing,Git,Ci/Cd,,,,,,,,,,,,,,,,,,,,,,,,
FE018,Frontend Developer - Experienced,Senior-Level,4–6 years,Lead frontend for AI-powered dashboards; Build scalable components; Optimize performance; Implement testing pipelines; Mentor junior developers,Frontend; AI Dashboards; Senior; React; UI; SPA/PWA,React/Redux,Angular,Vue.Js,Html,Css,Javascript,Performance Optimization,Lazy Loading,Unit & E2E Testing,Git,Ci/Cd,,,,,,,,,,,,,,,,,,,,,,,,
1,Full Stack Developer - Entry Level,Fresher,0–1 year,"Develop end-to-end web applications; Write clean code in JavaScript and Python; Work with frontend frameworks like React or Angular; Assist in building backend services using Node.js or Django; Participate in testing, debugging, and Agile sprints; Learn modern deployment and cloud practices",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Development; Agile; Cloud,Html5,Css3,Javascript (Es6+),React,Angular,Vue.Js,Node.Js,Python (Django/Flask),Sql,Nosql,Git,,,,,,,,,,,,,,,,,,,,,,,,
2,Full Stack Developer - Entry Level,Fresher,0–1 year,"Develop frontend interfaces using HTML, CSS, JavaScript frameworks; Implement backend APIs using Node.js or Flask; Write SQL/NoSQL queries; Perform unit testing; Collaborate in Agile workflows",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Web Development,Html,Css,Javascript,React,Angular,Vue.Js,Node.Js,Flask,Mysql,Postgresql,Mongodb,Git,,,,,,,,,,,,,,,,,,,,,,,
3,Full Stack Developer - Entry Level,Fresher,0–1 year,Work on frontend and backend development; Use JavaScript frameworks like React or Vue.js; Build backend services using Django or Node.js; Manage databases; Participate in testing and Agile ceremonies; Learn best practices in deployment and security,Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Security; Agile,Html,Css,Javascript,React,Vue.Js,Node.Js,Django,Sql,Nosql,Git,,,,,,,,,,,,,,,,,,,,,,,,,
4,Full Stack Developer - Entry Level,Fresher,0–1 year,"Develop web applications with frontend and backend focus; Build responsive interfaces with Angular, React, or Vue.js; Develop backend APIs using Node.js or Flask; Maintain databases; Write unit tests; Participate in Agile sprints",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Web Development,Javascript,Html5,Css3,Angular,React,Vue.Js,Node.Js,Flask,Mysql,Mongodb,Git,,,,,,,,,,,,,,,,,,,,,,,,
5,Full Stack Developer - Entry Level,Fresher,0–1 year,"Build end-to-end web solutions; Work with frontend frameworks React or Angular; Implement backend technologies Node.js or Django; Manage SQL/NoSQL databases; Participate in debugging, testing, and Agile ceremonies",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Development; Agile,Html,Css,Javascript,React,Angular,Vue.Js,Node.Js,Django,Flask,Sql,Nosql,Git,,,,,,,,,,,,,,,,,,,,,,,
6,Full Stack Developer - Entry Level,Fresher,0–1 year,Develop responsive and secure web applications; Implement frontend pages with React or Vue.js; Develop backend APIs using Node.js or Flask; Manage databases; Perform testing; Collaborate with senior developers in Agile sprints,Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Security; Agile,Html5,Css3,Javascript,React,Vue.Js,Angular,Node.Js,Flask,Django,Mysql,Mongodb,Git,,,,,,,,,,,,,,,,,,,,,,,
7,Full Stack Developer - Entry Level,Fresher,0–1 year,"Develop web applications across frontend and backend; Assist in coding using React, Angular, or Vue.js; Build backend APIs with Node.js or Django; Manage SQL/NoSQL databases; Test applications; Collaborate with Agile teams",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Development; Agile,Javascript,Html,Css,React,Angular,Vue.Js,Node.Js,Django,Mysql,Mongodb,Git,,,,,,,,,,,,,,,,,,,,,,,,
8,Full Stack Developer - Entry Level,Fresher,0–1 year,Assist in frontend development with React or Vue.js; Develop backend services using Node.js or Flask; Manage SQL/NoSQL databases; Perform testing; Collaborate with Agile teams,Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Cloud Development; Agile,Html,Css,Javascript,React,Vue.Js,Angular,Node.Js,Flask,Sql,Nosql,Git,,,,,,,,,,,,,,,,,,,,,,,,
9,Full Stack Developer - Entry Level,Fresher,0–1 year,"Build scalable web applications; Develop frontend using React, Angular, or Vue.js; Develop backend APIs using Node.js or Django; Maintain SQL/NoSQL databases; Assist in testing and debugging; Learn deployment best practices",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Development; Agile,Html5,Css3,Javascript (Es6+),React,Angular,Vue.Js,Node.Js,Django/Flask,Mysql,Mongodb,Git,,,,,,,,,,,,,,,,,,,,,,,,
10,Full Stack Developer - Entry Level,Fresher,0–1 year,Contribute to secure and responsive web applications; Assist in frontend coding with React or Angular; Develop backend APIs using Node.js or Flask; Manage databases; Perform testing; Collaborate with Agile teams,Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Security; Agile,Html,Css,Javascript,React,Angular,Vue.Js,Node.Js,Flask,Django,Sql,Nosql,Git,,,,,,,,,,,,,,,,,,,,,,,
11,Full Stack Developer - Experienced,Experienced,2–4 years,"Develop scalable web applications; Build frontend interfaces using React, Angular, or Vue.js; Implement backend services with Node.js, Django, or Flask; Design RESTful APIs; Manage SQL/NoSQL databases; Perform testing; Mentor junior developers; Collaborate in Agile workflows",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Web Development; Agile; Cloud,Html5,Css3,Javascript (Es6+),React,Angular,Vue.Js,Node.Js,Django,Flask,Mysql,Postgresql,Mongodb,Git,Restful Api Design,Agile,,,,,,,,,,,,,,,,,,,,
12,Full Stack Developer - Experienced,Experienced,3–5 years,Lead end-to-end web application development; Architect frontend using React or Vue.js; Develop backend services with Node.js or Django; Manage SQL/NoSQL databases; Optimize performance; Implement CI/CD pipelines; Mentor junior developers; Ensure security best practices,Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud Development; Agile; Security,Html,Css,Javascript (Es6+),React,Angular,Vue.Js,Node.Js,Django,Flask,Mysql,Postgresql,Mongodb,Git,Restful Api Design,Docker,Kubernetes,Ci/Cd,Cloud Platforms,Agile,,,,,,,,,,,,,,,,
13,Full Stack Developer - Experienced,Experienced,3–5 years,"Develop and maintain full-stack applications for fintech and e-commerce; Implement frontend interfaces using React, Angular, or Vue.js; Build backend services with Node.js or Django; Optimize databases; Implement CI/CD pipelines; Ensure secure authentication; Mentor junior developers",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Fintech; E-commerce; Cloud,Html5,Css3,Javascript,React,Angular,Vue.Js,Node.Js,Django,Flask,Sql,Nosql,Git,Restful Api Design,Docker,Kubernetes,Ci/Cd,Cloud Platforms,Web Security,,,,,,,,,,,,,,,,,
14,Full Stack Developer - Experienced,Experienced,3–5 years,Work on cloud-native full-stack applications; Lead frontend development using React or Vue.js; Develop backend services with Node.js or Django; Design and optimize SQL/NoSQL databases; Implement CI/CD pipelines; Ensure secure authentication and authorization; Mentor junior developers,Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud Development; Security; Microservices,Html,Css,Javascript (Es6+),React,Angular,Vue.Js,Node.Js,Django,Flask,Sql,Nosql,Git,Restful Api Design,Docker,Kubernetes,Ci/Cd,Cloud Platforms,Typescript,Redux,Microservices,,,,,,,,,,,,,,,
15,Full Stack Developer - Experienced,Experienced,2–4 years,"Lead frontend and backend development for web platforms; Build responsive interfaces using React, Angular, or Vue.js; Develop backend APIs using Node.js or Flask; Manage databases; Implement automated testing and CI/CD pipelines; Mentor junior team members",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Web Development; Agile; Cloud,Html5,Css3,Javascript,React,Angular,Vue.Js,Node.Js,Django,Flask,Mysql,Postgresql,Mongodb,Git,Restful Api Design,Agile,Ci/Cd,Docker,Kubernetes,,,,,,,,,,,,,,,,,
16,Full Stack Developer - Experienced,Experienced,3–5 years,"Design and implement full-stack solutions for enterprise applications; Develop frontend components using React, Angular, or Vue.js; Build backend services with Node.js or Django; Manage SQL/NoSQL databases; Deploy applications on cloud platforms; Ensure web security; Mentor junior developers",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Enterprise Applications; Agile,Html,Css,Javascript (Es6+),React,Angular,Vue.Js,Node.Js,Django,Flask,Mysql,Postgresql,Mongodb,Git,Restful Apis,Docker,Kubernetes,Ci/Cd,Cloud Platforms,Microservices,Serverless,,,,,,,,,,,,,,,
17,Full Stack Developer - Experienced,Experienced,3–5 years,"Develop scalable, secure web applications; Lead frontend development with React or Angular; Develop backend APIs with Node.js or Django; Manage databases; Implement CI/CD pipelines; Ensure secure authentication; Collaborate in Agile sprints",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud Development; Security; Microservices,Html,Css,Javascript (Es6+),React,Angular,Vue.Js,Node.Js,Django,Flask,Sql,Nosql,Git,Restful Api Design,Docker,Kubernetes,Ci/Cd,Cloud Platforms,Typescript,Redux,Microservices,,,,,,,,,,,,,,,
18,Full Stack Developer - Experienced,Experienced,2–4 years,"Lead frontend and backend development; Build responsive web interfaces using React, Angular, or Vue.js; Develop backend APIs with Node.js or Flask; Manage SQL/NoSQL databases; Implement CI/CD pipelines; Mentor junior developers; Ensure security best practices",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Web Development; Cloud; Agile,Html5,Css3,Javascript,React,Angular,Vue.Js,Node.Js,Django,Flask,Mysql,Postgresql,Mongodb,Git,Restful Api Design,Agile,Docker,Kubernetes,Ci/Cd,Cloud Platforms,,,,,,,,,,,,,,,,
19,Full Stack Developer - Experienced,Experienced,3–5 years,"Design and implement full-stack solutions; Develop frontend using React, Angular, or Vue.js; Build backend services with Node.js or Django; Manage SQL/NoSQL databases; Deploy on cloud platforms; Ensure web security; Mentor junior developers",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Enterprise Applications; Agile,Html,Css,Javascript (Es6+),React,Angular,Vue.Js,Node.Js,Django,Flask,Sql,Nosql,Git,Restful Apis,Docker,Kubernetes,Ci/Cd,Cloud Platforms,Typescript,Redux,Serverless,Microservices,,,,,,,,,,,,,,
20,Full Stack Developer - Experienced,Experienced,3–5 years,"Develop secure, scalable web applications; Lead frontend and backend development; Manage SQL/NoSQL databases; Implement CI/CD pipelines; Ensure secure authentication; Collaborate in Agile sprints; Mentor junior developers",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Web Security; Microservices,Html,Css,Javascript (Es6+),React,Angular,Vue.Js,Node.Js,Django,Flask,Sql,Nosql,Git,Restful Api Design,Docker,Kubernetes,Ci/Cd,Cloud Platforms,Typescript,Redux,Web Security,Microservices,,,,,,,,,,,,,,
GD-F-001,Game Developer,Fresher,0-1,Assist in developing game features; Collaborate with team on game mechanics and physics; Support graphics and shader development; Debug and maintain code; Participate in version control workflows; Contribute to mobile and console game projects; Document development processes,C++; C#; Unity; Unreal Engine; Game Design; Game Mechanics; Graphics Programming; Git; Debugging,C++,C#,Java,Python,Unity,Unreal Engine,Game Mechanics Fundamentals,Physics,Animation,Directx,Opengl,Git,Debugging,Mobile/Console Platform Awareness,Communication,Teamwork,Adaptability,Creativity,,,,,,,,,,,,,,,,,
GD-F-002,Game Developer,Fresher,0-1,Support game development projects; Assist in implementing gameplay mechanics; Debug and optimize game code; Work with graphics team for basic shader integration; Use version control for collaborative development; Document workflows and game design notes,C++; C#; Unity; Unreal Engine; Game Mechanics; Graphics Programming; Git; Debugging,C++,C#,Python,Unity,Unreal Engine,Game Mechanics,Physics And Collision,Animation Fundamentals,Directx,Opengl,Git,Debugging,Communication,Teamwork,Adaptability,,,,,,,,,,,,,,,,,,,,
GD-F-003,Game Developer,Fresher,0-1,Assist in creating gameplay features; Collaborate with design team for game mechanics; Debug and maintain code modules; Support graphics rendering tasks; Participate in version control processes; Contribute to mobile/console game testing; Document development progress,C++; C#; Unity; Unreal Engine; Game Mechanics; Graphics Programming; Git; Debugging,C++,C#,Java,Python,Unity,Unreal Engine,Physics And Animation,Directx/Opengl,Git,Debugging,Mobile Game Awareness,Communication,Teamwork,Creativity,Adaptability,,,,,,,,,,,,,,,,,,,,
GD-F-004,Game Developer,Fresher,0-1,Assist in game feature development; Collaborate with developers and designers; Implement basic gameplay and physics mechanics; Debug and maintain code; Support graphics rendering tasks; Participate in version control and documentation,C++; C#; Unity; Unreal Engine; Game Design; Game Mechanics; Graphics Programming; Git; Debugging,C++,C#,Python,Java,Unity,Unreal Engine,Game Mechanics Fundamentals,Physics,Animation,Directx/Opengl,Git,Debugging,Communication,Teamwork,Creativity,Adaptability,,,,,,,,,,,,,,,,,,,
GD-F-005,Game Developer,Fresher,0-1,Support development of game modules; Implement basic physics and gameplay features; Assist in graphics rendering and animation tasks; Debug code and participate in testing; Use Git for version control; Collaborate with team members; Document progress and design notes,C++; C#; Unity; Unreal Engine; Game Mechanics; Graphics Programming; Git; Debugging,C++,C#,Java,Python,Unity,Unreal Engine,Game Mechanics,Physics And Animation,Directx/Opengl,Git,Debugging,Mobile/Console Development,Communication,Teamwork,Adaptability,Creativity,,,,,,,,,,,,,,,,,,,
GD-E-006,Game Developer,Experienced,3+,Design and implement complex game systems; Develop AI and multiplayer functionality; Optimize game performance and graphics rendering; Integrate shaders and advanced graphics effects; Oversee cross-platform deployment; Mentor junior developers; Collaborate with design and art teams; Manage project timelines and deliverables,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++ Advanced,C# Advanced,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Gameplay Systems Development,Ai Programming,Multiplayer Networking,Physics And Collision Handling,Shader Programming Hlsl/Glsl,Performance Optimization,Cross-Platform Development,Debugging And Profiling,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,
GD-E-007,Game Developer,Experienced,4+,"Lead development of game modules; Implement AI and multiplayer systems; Optimize rendering and shader performance; Collaborate on cross-platform deployment; Oversee testing and debugging processes; Mentor development team members; Coordinate with design, art, and sound teams",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++ Advanced,C# Advanced,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Gameplay Systems,Ai Programming,Physics,Shader Programming Hlsl/Glsl,Multiplayer Networking,Performance Optimization,Cross-Platform Development,Testing Frameworks,Debugging And Profiling,Leadership,Project Management,Team Collaboration,,,,,,,,,,,,,,,,
GD-E-008,Game Developer,Experienced,5+,Design and implement complex gameplay systems; Develop AI and multiplayer features; Optimize graphics and shader performance; Lead cross-platform game development; Manage testing and debugging workflows; Mentor team members; Collaborate with multidisciplinary teams; Ensure project quality and delivery,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Gameplay Systems,Ai Programming,Physics Simulation,Multiplayer Networking,Shader Programming Hlsl/Glsl,Graphics Optimization,Cross-Platform Development,Testing And Debugging,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,
GD-E-009,Game Developer,Experienced,6+,"Lead game system architecture; Develop AI and multiplayer mechanics; Optimize performance and graphics; Supervise cross-platform development; Manage testing and debugging; Mentor developers; Coordinate with art, design, and sound teams; Ensure project quality and timeline adherence",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Ai And Gameplay Systems,Multiplayer Networking,Physics And Collision Systems,Shader Programming Hlsl/Glsl,Graphics Optimization,Performance Profiling,Cross-Platform Development,Testing Frameworks,Leadership,Project Management,Team Collaboration,,,,,,,,,,,,,,,,,
GD-E-010,Game Developer,Experienced,7+,Architect and lead game development projects; Implement advanced AI and multiplayer mechanics; Optimize shaders and graphics; Oversee cross-platform deployment; Manage debugging and testing processes; Mentor development team; Collaborate with multidisciplinary teams; Ensure project delivery and quality,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Gameplay Systems And Ai,Multiplayer Networking,Physics,Shader Programming,Graphics Optimization,Cross-Platform Development,Debugging And Profiling,Leadership,Project Management,Team Collaboration,,,,,,,,,,,,,,,,,,
GD-E-011,Game Developer,Experienced,8+,"Lead architecture of game systems; Develop and optimize AI and multiplayer mechanics; Manage cross-platform development; Oversee performance and graphics optimization; Mentor developers; Collaborate with design, art, and sound teams; Ensure timely project delivery and quality standards",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Gameplay And Ai Systems,Multiplayer Networking,Physics And Collision Systems,Shader Programming Hlsl/Glsl,Graphics Optimization,Performance Profiling,Cross-Platform Development,Testing Frameworks,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,,
GD-E-012,Game Developer,Experienced,9+,"Architect and implement complex game systems; Develop AI and multiplayer features; Optimize graphics and shader performance; Lead cross-platform game development; Manage debugging and testing processes; Mentor and guide development team; Collaborate with design, art, and sound teams; Ensure delivery of high-quality projects",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Ai And Gameplay Systems,Multiplayer Networking,Physics Simulation,Shader Programming,Graphics And Performance Optimization,Cross-Platform Development,Testing And Debugging,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,,
GD-E-013,Game Developer,Experienced,10+,Lead complex game development projects; Design and implement AI and multiplayer systems; Optimize graphics and shader performance; Oversee cross-platform development; Manage debugging and testing processes; Mentor development teams; Collaborate with multidisciplinary teams; Ensure project delivery and quality standards,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Ai And Gameplay,Multiplayer Networking,Physics Simulation,Shader Programming Hlsl/Glsl,Graphics Optimization,Performance Profiling,Cross-Platform Deployment,Testing Frameworks,Leadership,Project Management,Team Collaboration,,,,,,,,,,,,,,,,,,
GD-E-014,Game Developer,Experienced,11+,"Lead architecture and development of game systems; Develop AI and multiplayer mechanics; Optimize graphics, shaders, and performance; Oversee cross-platform deployment; Mentor junior developers; Collaborate with design, art, and sound teams; Manage project timelines and quality assurance",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Gameplay And Ai,Multiplayer Networking,Physics And Collision Handling,Shader Programming,Graphics Optimization,Cross-Platform Development,Debugging And Profiling,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,,
GD-E-015,Game Developer,Experienced,12+,Lead game system architecture and development; Implement advanced AI and multiplayer systems; Optimize performance and graphics; Oversee cross-platform game deployment; Mentor development teams; Collaborate with multidisciplinary teams; Ensure quality and timely delivery,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Ai/Gameplay Systems,Multiplayer Networking,Physics And Collision Systems,Shader Programming Hlsl/Glsl,Graphics Optimization,Performance Profiling,Cross-Platform Development,Testing Frameworks,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,,
GD-E-016,Game Developer,Experienced,13+,"Lead development and architecture of game systems; Develop AI and multiplayer features; Optimize graphics and shaders; Oversee cross-platform deployment; Mentor team members; Collaborate with design, art, and sound teams; Ensure project delivery with quality standards",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Ai And Gameplay Systems,Multiplayer Networking,Physics Simulation,Shader Programming,Graphics Optimization,Cross-Platform Deployment,Testing/Debugging,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,,
GD-E-017,Game Developer,Experienced,14+,Architect complex game systems; Implement AI and multiplayer mechanics; Optimize performance and shaders; Lead cross-platform development; Mentor developers; Collaborate with multidisciplinary teams; Ensure timely delivery and quality assurance,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Ai/Gameplay Systems,Multiplayer Networking,Physics Simulation,Shader Programming Hlsl/Glsl,Graphics Optimization,Cross-Platform Development,Testing Frameworks,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,,,
GD-E-018,Game Developer,Experienced,15+,"Lead game system design and development; Develop AI and multiplayer functionality; Optimize shaders and performance; Oversee cross-platform deployment; Mentor development team; Collaborate with design, art, and sound teams; Ensure project quality and delivery",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Gameplay And Ai,Multiplayer Networking,Physics Simulation,Shader Programming,Graphics Optimization,Cross-Platform Development,Testing/Debugging,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,,
GD-E-019,Game Developer,Experienced,16+,Architect and lead game development projects; Implement AI and multiplayer systems; Optimize graphics and shaders; Oversee cross-platform deployment; Mentor developers; Collaborate with multidisciplinary teams; Ensure project quality and timely delivery,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Ai/Gameplay Systems,Multiplayer Networking,Physics Simulation,Shader Programming Hlsl/Glsl,Graphics Optimization,Cross-Platform Deployment,Testing Frameworks,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,,
GD-E-020,Game Developer,Experienced,17+,"Lead architecture and development of complex game systems; Develop AI and multiplayer mechanics; Optimize performance and shaders; Manage cross-platform development; Mentor development team; Collaborate with design, art, and sound teams; Ensure project delivery and quality standards",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization,C++,C#,Python Advanced,Java Advanced,Unity,Unreal Engine,Godot,Ai/Gameplay Systems,Multiplayer Networking,Physics And Collision Systems,Shader Programming Hlsl/Glsl,Graphics Optimization,Cross-Platform Development,Testing/Debugging,Leadership,Team Collaboration,Project Management,,,,,,,,,,,,,,,,,,
